###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
60153.61989,8.784,0.268,1112757,298758,c,0,0,73.23565,18.1059,3843.06,4611.87,3.31,2.57,7.3,-0.378,18.57,19.93,02a60153o0793c
60153.62846,8.541,0.242,1392217,337074,c,0,0,73.23901,18.10629,3823.3,4726.48,2.9,2.5,15.1,-0.4,17.3,18.36,02a60153o0809c
60157.60536,0,0,0,0,o,0,-2,74.79394,18.27538,533.82,4040.93,2.48,2.23,7.7,-0.412,18.07,18.4,02a60157o0771o
60157.60955,7.78,0.799,2804408,2240799,o,0,0,74.79555,18.27555,597.56,4123.51,2.52,2.17,11.6,-0.411,18.17,18.46,02a60157o0778o
60157.61771,0,0,0,0,o,0,-2,74.7987,18.27589,491.51,3996.64,2.38,2.09,9.3,-0.407,18.21,18.5,02a60157o0791o
60157.62565,0,0,0,0,o,0,-2,74.80176,18.27622,471.16,4113.26,2.34,2.05,19.8,-0.409,17.92,18.01,02a60157o0808o
60161.60118,0,0,0,0,o,0,-2,76.33277,18.42668,5477.16,7569.61,2.32,1.87,34.9,-0.423,18.82,19.3,02a60161o0775o
60161.62003,0,0,0,0,o,0,-2,76.33992,18.42738,5495.34,7608.9,2.46,1.96,38.4,-0.423,18.79,19.26,02a60161o0812o
60161.6242,0,0,0,0,o,0,-2,76.3415,18.42753,5438.06,7531.54,2.28,1.92,35,-0.427,18.59,18.95,02a60161o0821o
60161.63017,0,0,0,0,o,0,-2,76.34376,18.42775,5419.06,7647.25,2.41,1.94,36.9,-0.437,17.94,17.85,02a60161o0834o
60171.60615,9.576,0.116,536495,62436,c,0,0,80.06668,18.7271,7848.78,9565.12,2.84,2.82,-12.6,-0.395,19.16,20.66,02a60171o0777c
60171.61258,7.349,0.164,4172206,682605,c,0,0,80.06899,18.72726,7869.39,9603.92,2.68,2.61,-38.1,-0.402,19.26,20.68,02a60171o0790c
60171.63058,10.776,3.177,177690,564546,c,0,0,80.07548,18.72773,7815.34,9525.85,2.68,2.64,14.8,-0.397,18.48,19.62,02a60171o0826c
60171.63489,9.495,0.298,578074,172529,c,0,0,80.07703,18.72784,7798.8,9643.86,2.73,2.69,1.5,-0.416,17.7,18.66,02a60171o0835c
60175.60497,0,0,0,0,c,0,-2,81.50376,18.81751,8945.98,1273.02,2.46,2.09,-61.1,-0.441,19.34,20.8,02a60175o0777c
60175.61626,0,0,0,0,c,0,-2,81.50772,18.81776,8965.19,1310.34,2.41,2.1,-63,-0.44,19.37,20.81,02a60175o0801c
60175.62955,0,0,0,0,c,0,-2,81.51239,18.81805,8914.07,1233.54,2.38,2.05,-64.3,-0.453,18.97,20.1,02a60175o0829c
60175.63601,0,0,0,0,c,0,-2,81.51466,18.81819,8896.38,1351.26,2.39,2.08,-65.7,-0.462,17.76,18.72,02a60175o0843c
60185.61006,0,0,0,0,o,0,-2,84.93488,18.9774,9065.04,761.75,2.16,1.72,-61.4,-0.517,19.13,19.96,02a60185o0752o
60185.6218,0,0,0,0,o,0,-2,84.93871,18.97755,9088.69,800.29,2.09,1.64,-62.5,-0.527,19.32,20.3,02a60185o0777o
60185.63377,0,0,0,0,o,0,-2,84.94261,18.9777,9041.66,720.22,2.1,1.63,-62.7,-0.574,18.71,19.27,02a60185o0800o
60185.6381,0,0,0,0,o,0,-2,84.94402,18.97776,9023.39,840.76,2.06,1.6,-65.1,-0.595,18.1,18.15,02a60185o0809o
60187.60611,8.251,0.025,1817993,44556,o,0,0.69,85.58849,18.99902,10500.41,6550.63,3.06,2.88,-37.3,-0.418,18.39,19.02,02a60187o0817o
60187.61018,0,0,0,0,o,0,-2,85.5898,18.99907,472.52,6516.38,2.44,2.14,6.4,-0.383,18.52,18.95,02a60187o0826o
60187.61704,0,0,0,0,o,0,-2,85.592,18.99914,495.04,6554.09,2.39,2.2,4.1,-0.392,18.52,18.98,02a60187o0840o
60187.6184,7.68,0.345,3077184,1061662,o,0,0,85.59243,18.99916,10487.87,6670.14,2.57,2.27,-49.3,-0.46,18.61,19.07,02a60187o0843o
60187.63487,0,0,0,0,o,0,-2,85.5977,18.99934,446.46,6477.13,2.56,2.3,5.2,-0.374,18.24,18.51,02a60187o0873o
60187.63667,9.696,3.186,480368,1530640,o,0,0,85.59828,18.99936,472.69,6638.43,2.68,2.43,2.2,-0.382,17.97,18.22,02a60187o0877o
60191.59377,0,0,0,0,o,0,-2,86.86045,19.03305,6972.57,6795.06,2.09,1.85,-61.4,-0.485,19.04,19.6,02a60191o0792o
60191.59806,0,0,0,0,o,0,-2,86.86178,19.03309,6994.32,6834,2.34,1.76,-60.2,-0.477,19.01,19.63,02a60191o0801o
60191.61654,0,0,0,0,o,0,-2,86.86748,19.03324,6947.23,6758.56,2.39,1.76,-57.5,-0.489,19,19.68,02a60191o0837o
60191.63022,0,0,0,0,o,0,-2,86.8717,19.03335,6935.36,6875.34,2.35,1.78,-58.2,-0.481,18.94,19.53,02a60191o0865o
60195.60907,0,0,0,0,o,0,-2,88.09229,19.05598,6835.27,2486.11,2,1.87,46.4,-0.44,19.06,19.8,02a60195o0830o
60195.62405,0,0,0,0,o,0,-2,88.09672,19.05606,6864.32,2526.01,2,1.87,48,-0.439,19.07,19.8,02a60195o0861o
60195.62816,0,0,0,0,o,0,-2,88.09793,19.05609,6809.66,2448.36,1.99,1.86,45.1,-0.437,19.07,19.76,02a60195o0870o
60195.63986,0,0,0,0,o,0,-2,88.10138,19.05615,6800.21,2566.9,2.01,1.87,43.9,-0.432,18.28,18.33,02a60195o0894o
60197.60786,0,0,0,0,o,0,-2,88.68593,19.06352,7845.28,511.31,2.11,1.71,-58.5,-0.497,19.31,20.42,02a60197o0815o
60197.62414,0,0,0,0,o,0,-2,88.69063,19.06359,7875.39,554.59,2.17,1.87,-67.2,-0.479,19.25,20.39,02a60197o0850o
60197.62822,0,0,0,0,o,0,-2,88.69181,19.06361,7822.9,478.37,2.41,2.07,-64,-0.478,19.17,20.32,02a60197o0859o
60197.63785,0,0,0,0,o,0,-2,88.69458,19.06365,7808.96,594.2,2.38,2.01,-59.4,-0.5,18.58,19.1,02a60197o0877o
60199.6158,0,0,0,0,c,0,0,89.26838,19.06875,9133.81,4433.48,2.48,2.45,-60,-0.395,18.9,20.31,02a60199o0827c
60199.61953,0,0,0,0,c,0,-2,89.26943,19.06876,9109.88,4427.55,2.48,2.46,-60.3,-0.394,18.67,20.05,02a60199o0835c
60199.62656,0,0,0,0,c,0,-2,89.27141,19.06878,9056.67,4350.94,2.5,2.48,-61.6,-0.391,18.66,20.02,02a60199o0850c
60199.63357,0,0,0,0,c,0,-2,89.27338,19.0688,9045.97,4468.13,2.53,2.52,-32.4,-0.387,18.72,19.92,02a60199o0863c
60200.34514,0,0,0,0,o,0,-2,89.47651,19.07082,3696.46,1805.54,2.38,2.19,54.6,-0.43,18.85,20.21,04a60200o0820o
60200.34831,0,0,0,0,o,0,-2,89.4774,19.07083,3675.58,1767.1,2.35,2.13,52.5,-0.43,18.92,20.25,04a60200o0827o
60200.36514,0,0,0,0,o,0,-2,89.48211,19.07088,3723.3,1845.32,2.2,2,51.2,-0.455,18.99,20.17,04a60200o0863o
60200.38182,0,0,0,0,o,0,-2,89.48676,19.07092,3734.04,1729.38,2.25,1.98,50.4,-0.443,19.04,20.31,04a60200o0899o
60201.59872,9.026,0.063,890098,56030,c,0,0,89.82951,19.07175,7399.43,8807.34,3.01,2.29,-51.5,-0.446,19.41,20.96,02a60201o0771c
60201.60189,8.603,0.192,1314578,252042,c,0,0,89.83038,19.07176,7420.23,8848.06,3.13,2.29,-54.4,-0.448,19.43,20.97,02a60201o0778c
60201.61204,0,0,0,0,c,0,-2,89.83317,19.07178,7324.42,8724.24,2.83,2.34,-52.5,-0.433,19.5,21.01,02a60201o0797c
60201.62856,7.059,0.38,5450759,2069512,c,0,0,89.83769,19.07182,7363.76,8888.99,2.85,2.31,-50.2,-0.438,19.44,20.91,02a60201o0827c
60205.58872,0,0,0,0,c,0,-2,90.91356,19.07217,3440.19,9033.79,2.49,2.4,15.3,-0.401,19.4,20.93,02a60205o0784c
60205.60655,0,0,0,0,c,0,-2,90.91818,19.07218,3467.38,9072.35,2.67,2.52,33.5,-0.388,19.41,20.98,02a60205o0821c
60205.61871,0,0,0,0,c,0,-2,90.92132,19.07218,3418.35,8996.86,2.48,2.39,23.5,-0.398,19.46,20.99,02a60205o0845c
60205.62278,0,0,0,0,c,0,-2,90.92237,19.07218,3402.35,9114.57,2.51,2.43,31.8,-0.398,19.44,20.97,02a60205o0854c
60205.63847,0,-9.809,0,3.04633E+13,c,0,0,90.92642,19.07218,3502.47,9103.82,2.49,2.4,38.5,-0.394,18.99,19.99,02a60205o0887c
60207.57228,0,0,0,0,c,0,-2,91.42911,19.06995,1028.24,2504.91,2.35,2.27,-84.6,-0.435,19.36,20.75,02a60207o0770c
60207.5957,0,0,0,0,c,0,-2,91.43498,19.06995,1055.07,2545.41,2.37,2.32,77.6,-0.431,19.43,20.87,02a60207o0818c
60207.59896,0,0,0,0,c,0,-2,91.4358,19.06995,996.47,2468.77,2.46,2.38,66.3,-0.422,19.4,20.89,02a60207o0825c
60207.60487,0,0,0,0,c,0,-2,91.43728,19.06994,979.4,2585.23,2.38,2.29,56.9,-0.427,19.43,20.88,02a60207o0838c
60212.33479,0,0,0,0,o,0,-2,92.59932,19.06048,9241.51,9841.83,2.58,2.44,-65.3,-0.416,18.78,19.93,04a60212o0771o
60212.338,0,0,0,0,o,0,-2,92.60006,19.06048,9220.16,9802.68,2.55,2.43,-83.8,-0.402,18.94,20.09,04a60212o0778o
60212.34164,0,0,0,0,o,0,-2,92.6009,19.06047,9276.89,9882.37,2.61,2.57,60.3,-0.399,18.99,20.21,04a60212o0786o
60212.35403,0,0,0,0,o,0,-2,92.60376,19.06045,9288.21,9766.91,2.42,2.33,-68.7,-0.439,19.11,20.34,04a60212o0813o
60213.57698,0,0,0,0,o,0,-2,92.88829,19.0561,1703.77,685.98,2.39,1.84,-55.4,-0.485,19.3,20.31,02a60213o0780o
60213.58014,0,0,0,0,o,0,-2,92.889,19.0561,1725.58,728.18,2.38,1.92,-55.5,-0.471,19.29,20.31,02a60213o0787o
60213.58603,0,0,0,0,o,0,-2,92.89032,19.05609,1668.91,650.54,2.09,1.91,-64.5,-0.473,19.32,20.35,02a60213o0800o
60213.60804,0,0,0,0,o,0,-2,92.89526,19.05604,1662.56,769.65,2.52,2.11,-54.9,-0.473,19.23,20.36,02a60213o0843o
60215.59485,0,0,0,0,o,0,-2,93.3426,19.04975,8811.01,4820.91,2.35,2.07,-83.7,-0.428,18.81,19.24,02a60215o0826o
60215.59803,0,0,0,0,o,0,-2,93.34328,19.04975,8832.01,4860.41,2.5,2.15,-79.9,-0.412,18.76,19.26,02a60215o0833o
60215.60352,0,0,0,0,o,0,-2,93.34446,19.04973,8777.03,4783.87,2.25,2.1,65.9,-0.409,18.83,19.3,02a60215o0845o
60215.62019,0,0,0,0,o,0,-2,93.34803,19.04969,8774.43,4905.01,2.47,2.01,-73.6,-0.428,18.89,19.38,02a60215o0881o
60216.29872,9.112,0.238,822944,195616,o,0,0,93.49688,19.04816,1447.5,9659.7,3.29,2.59,-71.1,-0.315,17.88,18.25,04a60216o0712o
60216.30188,9.537,0.292,555922,162450,o,0,0,93.49755,19.04815,1425.68,9621.74,3.22,2.49,-64.2,-0.336,17.82,18.27,04a60216o0719o
60216.30782,9.312,0.364,684148,249103,o,0,0,93.49882,19.04814,1479.7,9699.48,3.24,2.52,-71.1,-0.328,17.9,18.34,04a60216o0732o
60216.31789,9.965,0.517,374941,194005,o,0,0,93.50096,19.04812,1493.82,9583.23,3.25,2.54,-71.6,-0.32,17.98,18.41,04a60216o0754o
60217.5597,0,0,0,0,o,0,-2,93.76694,19.04303,9516.53,926.51,2.75,1.76,-55.9,-0.558,18.37,18.56,02a60217o0464o
60217.56287,0,0,0,0,o,0,-2,93.76759,19.04302,9536.33,964.82,2.69,1.77,-56.4,-0.554,18.31,18.46,02a60217o0471o
60217.56875,0,0,0,0,o,0,-2,93.76881,19.04301,9480.69,889.17,1.86,1.57,-63.9,-0.57,18.45,18.7,02a60217o0484o
60217.58935,0,0,0,0,o,0,-2,93.77304,19.04296,9473.44,1009.5,2.2,1.63,-58.5,-0.56,18.52,18.82,02a60217o0526o
60218.28315,10.338,0.634,266044,168731,o,0,0,93.91855,19.04127,4772.01,6024.83,3.36,3.07,-60.4,-0.349,17.62,18.28,04a60218o0665o
60218.30371,9.256,0.104,720505,74638,o,0,0,93.92274,19.04123,4739.66,5990.41,3.24,2.96,-66,-0.331,17.83,18.5,04a60218o0706o
60218.30552,11.043,3.155,138957,438389,o,0,0,93.9231,19.04122,4796.76,6067.69,3.12,2.86,-59.7,-0.362,17.92,18.49,04a60218o0710o
60218.30914,0,-10.456,0,5.52352E+13,o,0,0,93.92384,19.04121,4814.19,5952.35,2.95,2.74,-59.9,-0.314,17.94,18.53,04a60218o0718o
60219.61993,0,0,0,0,o,0,-2,94.19125,19.03577,6191.8,4570.4,1.93,1.89,-80.6,-0.461,18.12,18.27,02a60219o0824o
60219.62413,0,0,0,0,o,0,-2,94.19207,19.03576,6215.74,4613.18,1.87,1.86,-88.1,-0.465,18.1,18.22,02a60219o0832o
60219.63023,0,0,0,0,o,0,-2,94.19326,19.03574,6165.33,4535.65,1.96,1.94,0.3,-0.464,15.97,15.76,02a60219o0844o
60219.64171,0,0,0,0,o,0,-2,94.19549,19.03571,6163.19,4653.79,2.18,1.85,37.4,-0.45,17.22,17.06,02a60219o0866o
60224.26692,8.144,0.092,2006584,184166,o,0,0,95.07014,19.02015,6673.91,9672.35,2.91,2.43,-71.4,-0.349,18.39,19.4,04a60224o0401o
60224.29036,5.192,0,30433222,0,o,0,0,95.07419,19.02011,6637.86,9636.17,2.73,2.23,-74.5,-0.365,18.5,19.3,04a60224o0452o
60224.3133,0,0,0,0,o,0,-2,95.07813,19.02006,6635.46,9674.07,2.58,2.1,-73,-0.39,18.52,19.31,04a60224o0501o
60224.3255,0,0,0,0,o,0,-2,95.08022,19.02004,6651.21,9558.67,2.57,2.16,-75.2,-0.367,18.59,19.36,04a60224o0527o
60225.56574,0,0,0,0,o,0,-2,95.29474,19.01513,4214.78,904.41,2.03,1.93,-79.4,-0.487,19.22,20.21,02a60225o0768o
60225.5689,0,0,0,0,o,0,-2,95.29526,19.01512,4235.99,945.71,2.01,1.92,-86.3,-0.483,19.28,20.2,02a60225o0775o
60225.59318,0,0,0,0,o,0,-2,95.29922,19.01506,4197,870.51,2.11,2.02,-84.5,-0.473,19.23,20.28,02a60225o0824o
60225.59918,0,0,0,0,o,0,-2,95.3002,19.01505,4182.1,988.77,2.03,1.95,-84.9,-0.482,19.26,20.23,02a60225o0837o
60227.55298,0,0,0,0,o,0,-2,95.62054,19.00916,4982.22,6735.29,2.45,1.88,39.1,-0.451,19.28,20.28,02a60227o0744o
60227.5548,0,0,0,0,o,0,-2,95.62081,19.00915,5000.97,6776.2,2.44,1.88,38.9,-0.449,19.35,20.33,02a60227o0748o
60227.55797,0,0,0,0,o,0,-2,95.6213,19.00915,4943.28,6700.23,2.39,1.87,37.5,-0.451,19.09,20.05,02a60227o0755o
60227.56805,0,0,0,0,o,0,-2,95.62283,19.00913,4929.41,6818,2.4,1.87,38.7,-0.45,19.01,19.91,02a60227o0777o
60229.57227,0,0,0,0,c,0,-2,95.92808,19.00401,7363.69,2788.34,2.56,2.49,-90,-0.389,18.96,20.57,02a60229o0768c
60229.57975,0,0,0,0,c,0,-2,95.92913,19.004,7385.22,2826.93,2.52,2.45,68.2,-0.392,18.62,20.14,02a60229o0782c
60229.5834,0,0,0,0,c,0,-2,95.92964,19.00399,7334.98,2750.77,2.54,2.47,72.9,-0.389,18.78,20.4,02a60229o0789c
60229.59199,0,0,0,0,c,0,-2,95.93084,19.00398,7320.65,2868.21,2.54,2.51,68.2,-0.396,19.34,20.94,02a60229o0807c
60230.33911,0,0,0,0,o,0,-2,96.03854,19.00323,2778.02,5833.2,2.34,2.03,-61.1,-0.424,19.16,20.45,04a60230o0782o
60230.34228,0,0,0,0,o,0,-2,96.03897,19.00323,2759.3,5795.1,2.38,2.09,-60.8,-0.423,19.17,20.41,04a60230o0789o
60230.36382,0,0,0,0,o,0,-2,96.04189,19.0032,2817.51,5870.39,2.41,2.14,-60.6,-0.443,19.19,20.48,04a60230o0835o
60230.37896,0,0,0,0,o,0,-2,96.04394,19.00317,2838.15,5751.81,2.44,2.15,-46.4,-0.437,18.87,19.82,04a60230o0868o
60231.52859,0,0,0,0,c,0,-2,96.2033,19.00004,7916.62,4724.4,2.51,2.4,49.4,-0.407,19.45,20.96,02a60231o0706c
60231.54837,0,0,0,0,c,0,-2,96.20585,19.00003,7944.87,4768.27,2.49,2.38,57.3,-0.41,19.45,21.02,02a60231o0746c
60231.55064,0,0,0,0,c,0,-2,96.20614,19.00003,7888.63,4692.17,2.52,2.39,51.9,-0.404,19.46,21.03,02a60231o0751c
60231.55381,0,0,0,0,c,0,-2,96.20655,19.00003,7868.64,4808.32,2.54,2.41,45.9,-0.41,19.5,21.02,02a60231o0758c
60233.55034,0,0,0,0,c,0,-2,96.46271,18.99739,6461.5,4833.59,2.63,2.36,43,-0.413,19.49,21.06,02a60233o0758c
60233.55318,0,0,0,0,c,0,-2,96.46304,18.99739,6481.11,4875.1,2.59,2.33,38.4,-0.411,19.5,21.06,02a60233o0764c
60233.55834,0,0,0,0,c,0,-2,96.46364,18.99739,6426.32,4798.47,2.61,2.33,36.4,-0.41,19.5,21.09,02a60233o0775c
60233.5693,0,0,0,0,c,0,-2,96.4649,18.99739,6415.84,4915.57,2.59,2.31,32.7,-0.415,19.53,21.1,02a60233o0795c
60235.56963,0,0,0,0,c,0,-2,96.69615,18.99639,589.66,688.22,2.41,2.21,-69.7,-0.459,19.57,21.17,02a60235o0789c
60235.57631,0,0,0,0,c,0,-2,96.69683,18.99639,615.28,729.36,2.37,2.19,-70.2,-0.463,19.55,21.17,02a60235o0802c
60235.57991,0,0,0,0,c,0,-2,96.6972,18.99639,556.9,652.17,2.39,2.26,-75.8,-0.448,19.54,21.18,02a60235o0809c
60235.58584,0,0,0,0,c,0,-2,96.6978,18.9964,542.47,771.49,2.44,2.29,-71.4,-0.444,19.52,21.17,02a60235o0822c
60241.51886,0,0,0,0,c,0,-2,97.2294,19.00519,5970.39,6849.44,2.66,2.41,36.5,-0.408,19.47,21.01,02a60241o0694c
60241.52203,0,0,0,0,c,0,-2,97.2296,19.00521,5992.1,6889.8,2.78,2.54,37,-0.399,19.38,21.03,02a60241o0701c
60241.52883,0,0,0,0,c,0,-2,97.23003,19.00524,5936.04,6811.14,2.66,2.41,35.4,-0.413,19.42,21.03,02a60241o0714c
60241.53474,0,0,0,0,c,0,-2,97.2304,19.00526,5919.79,6931.53,2.64,2.37,38,-0.412,19.45,21.05,02a60241o0727c
60242.32025,0,0,0,0,o,0,-2,97.28261,19.00896,7374.58,1294.93,2.59,2.45,-20,-0.383,18.81,19.89,04a60242o0716o
60242.32207,0,0,0,0,o,0,-2,97.28271,19.00897,7356.21,1255.81,2.55,2.39,-17.2,-0.389,18.84,19.89,04a60242o0720o
60242.32524,0,0,0,0,o,0,-2,97.28289,19.00898,7417.02,1333.61,2.51,2.35,-16.6,-0.393,18.9,20.01,04a60242o0727o
60242.3321,0,0,0,0,o,0,-2,97.28329,19.00901,7437.63,1217.3,2.55,2.5,-23,-0.415,18.98,20.23,04a60242o0742o
60245.51717,0,0,0,0,o,0,-2,97.45166,19.02323,10062.01,4358.58,2.14,1.97,-43.6,-0.47,18.65,18.98,02a60245o0707o
60245.51898,0,0,0,0,o,0,-2,97.45172,19.02324,10082.02,4397.88,2.12,1.94,-44.3,-0.49,18.66,18.98,02a60245o0711o
60245.52214,0,0,0,0,o,0,-2,97.45183,19.02326,10025.5,4321.19,2.14,1.97,-45.4,-0.475,18.65,18.99,02a60245o0718o
60245.52757,0,0,0,0,o,0,-2,97.45202,19.0233,10008.97,4439.81,2.11,1.98,-38.5,-0.481,18.64,19,02a60245o0730o
60245.53075,0,0,0,0,o,0,-2,97.45213,19.02332,38.56,4314.7,2.13,1.84,24.3,-0.425,18.68,19.03,02a60245o0737o
60245.54413,0,0,0,0,o,0,-2,97.45259,19.02341,65.9,4356.27,2.16,1.84,20.7,-0.432,18.7,19.05,02a60245o0766o
60245.54606,0,0,0,0,o,0,-2,97.45265,19.02343,8.81,4277.15,2.07,1.82,24.3,-0.401,18.67,19.06,02a60245o0770o
60247.52603,0,0,0,0,o,0,-2,97.52027,19.03653,10113.33,2390.28,2.04,1.78,-49.4,-0.514,18.61,18.99,02a60247o0730o
60247.5288,0,0,0,0,o,0,-2,97.52033,19.03655,10134.66,2429.52,2.03,1.82,-42.9,-0.507,18.63,19,02a60247o0736o
60247.53386,0,0,0,0,o,0,-2,97.52043,19.03659,10081.14,2353.32,2.1,1.83,-44.2,-0.493,18.7,19.06,02a60247o0747o
60247.53719,0,0,0,0,o,0,-2,97.52049,19.03662,74.4,2344.11,1.93,1.85,38.1,-0.481,18.6,19.03,02a60247o0752o
60247.53916,0,0,0,0,o,0,-2,97.52053,19.03664,10067.74,2471.12,2.19,1.75,-52.8,-0.516,18.62,19.01,02a60247o0756o
60247.53961,0,0,0,0,o,0,-2,97.52054,19.03664,96.63,2383.97,1.95,1.83,37.7,-0.489,18.68,19.07,02a60247o0757o
60247.54243,0,0,0,0,o,0,-2,97.5206,19.03666,37.72,2307.35,2,1.87,39.8,-0.456,18.71,19.15,02a60247o0763o
60247.55172,0,0,0,0,o,0,-2,97.52078,19.03674,25,2424.84,2.03,1.84,29.1,-0.455,18.74,19.18,02a60247o0783o
60253.52387,0,0,0,0,o,0,-2,97.54711,19.09504,8279.8,2740.73,2.29,2.21,-68.4,-0.423,19.13,20.14,02a60253o0708o
60253.53817,0,0,0,0,o,0,-2,97.54674,19.09523,8305.68,2779.88,2.13,2.06,-62.4,-0.436,19.23,20.15,02a60253o0735o
60253.53998,0,0,0,0,o,0,-2,97.54669,19.09525,8249.31,2704.38,2.15,2.04,-56.6,-0.439,19.23,20.15,02a60253o0739o
60253.54314,0,0,0,0,o,0,-2,97.54661,19.09529,8232.41,2822.03,2.13,2.06,-42.2,-0.435,19.23,20.15,02a60253o0746o
60254.28245,0,0,0,0,o,0,-2,97.53097,19.10562,4952.45,1574.96,2.33,2.25,9.5,-0.459,18.93,20.11,04a60254o0564o
60254.30472,0,0,0,0,o,0,-2,97.53028,19.10593,4943.11,1536.52,2.49,2.45,15.5,-0.443,18.91,20.08,04a60254o0611o
60254.30788,0,0,0,0,o,0,-2,97.53017,19.10597,5004.95,1614.02,2.38,2.31,-28.8,-0.453,18.94,20.1,04a60254o0618o
60254.3115,0,0,0,0,o,0,-2,97.53006,19.10602,5024.9,1496.52,2.35,2.27,-3.4,-0.452,18.97,20.18,04a60254o0626o
60257.49614,0,0,0,0,c,0,-2,97.41316,19.15075,5908.77,609.8,2.6,2.33,-67,-0.426,19.46,21.2,02a60257o0651c
60257.51029,0,0,0,0,c,0,-2,97.41235,19.15099,5919.13,650.98,2.53,2.33,-71.9,-0.43,19.48,21.19,02a60257o0679c
60257.5121,0,0,0,0,c,0,-2,97.41225,19.15102,5863.83,572.62,2.54,2.33,-72.1,-0.426,19.5,21.19,02a60257o0683c
60257.51488,0,0,0,0,c,0,-2,97.41209,19.15106,5842.33,690.65,2.58,2.39,-76.3,-0.427,19.48,21.19,02a60257o0689c
60259.516,0,0,0,0,c,0,-2,97.2973,19.18465,6417.38,7956.93,2.82,2.51,40.8,-0.405,19.42,21.11,02a60259o0616c
60259.51781,0,0,0,0,c,0,-2,97.29717,19.18469,6436.29,7997.86,2.82,2.53,42.1,-0.4,19.43,21.12,02a60259o0620c
60259.52097,0,-10.348,0,5.003E+13,c,0,0,97.29694,19.18474,6424.7,7964.53,2.89,2.57,39.1,-0.401,19.42,21.14,02a60259o0627c
60259.54766,0,0,0,0,c,0,-2,97.29497,19.18523,6385.11,8044.5,2.69,2.42,33.6,-0.409,19.48,21.14,02a60259o0680c
60260.26619,11.422,4.202,97979,411675,o,0,0,97.24619,19.19927,6625.82,4515.62,2.34,2.17,-38.3,-0.421,19.07,20.21,04a60260o0527o
60260.26799,0,0,0,0,o,0,-2,97.24605,19.1993,6561.23,4432.06,2.39,2.21,-36.6,-0.414,19.01,20.21,04a60260o0531o
60260.289,0,0,0,0,o,0,-2,97.24439,19.19971,6626.78,4509.43,2.46,2.25,-41.5,-0.4,19.02,20.33,04a60260o0576o
60260.30405,0,0,0,0,o,0,-2,97.2432,19.19999,6652.13,4393.59,2.35,2.16,-42.1,-0.417,19.09,20.37,04a60260o0608o
60261.46623,8.575,0.049,1349014,66168,c,0,0,97.15541,19.22096,10084.12,7720.12,3.25,3.19,-45.2,-0.394,19.29,21.21,02a60261o0515c
60261.46939,9.151,1.421,793304,1127538,c,0,0,97.15514,19.22103,10103.91,7758.56,2.89,2.83,-40.8,-0.404,19.42,21.22,02a60261o0522c
60261.47216,0,0,0,0,c,0,-2,97.15489,19.22109,9999.31,7638.16,3.03,2.94,-46.2,-0.398,19.37,21.22,02a60261o0528c
60261.49051,0,0,0,0,c,0,-2,97.15327,19.22147,9990.28,7756.64,3.02,2.97,-65.8,-0.398,19.36,21.21,02a60261o0565c
60261.49765,7.17,0.499,4921221,2453826,c,0,0,97.15264,19.22162,64.74,7677.31,2.67,2.57,-15.2,-0.398,19.4,21.22,02a60261o0580c
60261.49946,0,0,0,0,c,0,-2,97.15248,19.22165,39.33,7671.79,2.6,2.48,-26.3,-0.395,19.45,21.22,02a60261o0584c
60263.49324,7.907,0.015,2496630,36434,c,0,0,96.97556,19.26264,5661.87,2035.17,3.24,3.11,68.1,-0.374,19.14,21.02,02a60263o0663c
60263.49504,7.701,0.009,3017039,28618,c,0,0,96.97537,19.26269,5681.69,2074.38,2.94,2.85,60.1,-0.388,19.23,21.02,02a60263o0667c
60263.49821,8.046,0.058,2196306,126878,c,0,0,96.97504,19.26276,5626.68,1996.96,3,2.87,71.8,-0.392,19.28,21.02,02a60263o0674c
60263.50364,7.694,0.006,3036809,19733,c,0,0,96.97447,19.26288,5609.13,2113.74,3.3,3.17,79.1,-0.374,19.15,21.01,02a60263o0686c
60265.48489,0,0,0,0,c,0,-2,96.76776,19.30739,5526.36,4148.44,2.58,2.33,41.5,-0.415,19.49,21.11,02a60265o0635c
60265.48734,0,0,0,0,c,0,-2,96.76747,19.30745,5545.83,4186.78,2.55,2.31,42.7,-0.413,19.48,21.11,02a60265o0640c
60265.49052,0,0,0,0,c,0,-2,96.76708,19.30753,5487.98,4109.06,2.61,2.35,41,-0.413,19.49,21.1,02a60265o0647c
60265.4958,0,0,0,0,c,0,-2,96.76645,19.30766,5468.6,4222.58,2.57,2.35,43.8,-0.412,19.46,21.1,02a60265o0657c
60266.27026,0,0,0,0,o,0,-2,96.67711,19.3272,5585.67,10136.7,2.5,2.02,-64.2,-0.471,19.12,20.48,04a60266o0528o
60266.27208,0,0,0,0,o,0,-2,96.67688,19.32725,5567.17,10096.91,2.61,1.92,-72.8,-0.444,19.26,20.5,04a60266o0532o
60267.48875,0,0,0,0,c,0,-2,96.5276,19.35625,4993.12,154.69,2.51,2.2,-73.1,-0.423,18.99,20.18,02a60267o0643c
60267.49147,0,0,0,0,c,0,-2,96.52723,19.35632,5011.99,194.21,2.54,2.25,-72.9,-0.42,19.04,20.24,02a60267o0649c
60267.49192,0,0,0,0,c,0,-2,96.52717,19.35633,2092.4,10339.94,2.51,2.34,-55.7,-0.447,19.15,20.44,02a60267o0650c
