###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
58283.45095,0,0,0,0,o,0,-2,269.50377,-19.41866,9841.23,4493.37,3.84,2.71,-83.3,-0.52,18.64,20.62,01a58283o0438o
58283.45141,0,0,0,0,o,0,-2,269.50365,-19.41869,9783.85,4415.82,4.08,2.82,-83.8,-0.503,18.59,20.59,01a58283o0439o
58283.45901,0,0,0,0,o,0,-2,269.50164,-19.4192,10375.96,5875.76,4.4,2.83,-85.9,-0.508,18.91,20.52,01a58283o0455o
58283.46618,0,0,0,0,o,0,-2,269.49974,-19.41968,9757.03,4534.33,3.46,2.88,-81.1,-0.509,18.65,20.62,01a58283o0470o
58283.46895,0,0,0,0,o,0,-2,269.49901,-19.41986,63.89,4600.4,2.72,2.61,83.6,-0.532,18.88,20.54,01a58283o0476o
58283.46941,0,0,0,0,o,0,-2,269.49889,-19.41989,120.56,4676.29,2.9,2.62,86.6,-0.524,18.88,20.53,01a58283o0477o
58283.47171,0,0,0,0,o,0,-2,269.49828,-19.42005,45.56,4716.76,3.02,2.91,10.7,-0.496,18.88,20.51,01a58283o0482o
58285.4443,0,0,0,0,c,0,-2,268.99937,-19.55412,3883.35,5349.33,2.66,2.54,-17.4,-0.422,19.35,21.13,02a58285o0438c
58285.4538,0,0,0,0,c,0,-2,268.99683,-19.55477,3871.98,5304.41,2.57,2.47,19.4,-0.436,19.33,21.11,02a58285o0458c
58285.45563,0,0,0,0,c,0,-2,268.99633,-19.5549,3928.75,5382.33,2.52,2.44,21.5,-0.441,19.36,21.11,02a58285o0462c
58285.46972,0,0,0,0,c,0,-2,268.99255,-19.55586,3956.94,5263.88,2.74,2.64,-48.6,-0.418,19.37,21.15,02a58285o0492c
58287.43646,0,0,0,0,o,0,-2,268.48948,-19.6918,8830.88,3106.07,3.02,2.6,-77.8,-0.543,18.52,20.41,01a58287o0426o
58287.44636,0,0,0,0,o,0,-2,268.4868,-19.69249,8842.38,3145.66,3,2.55,-80.2,-0.551,18.6,20.42,01a58287o0446o
58287.44867,0,0,0,0,o,0,-2,268.48617,-19.69265,8784.47,3068.09,3.03,2.66,-78.5,-0.536,18.52,20.4,01a58287o0451o
58287.463,0,0,0,0,o,0,-2,268.4823,-19.69365,8758.82,3185.22,2.79,2.68,-25.1,-0.536,18.54,20.41,01a58287o0481o
58291.42412,0,0,0,0,o,0,-2,267.46423,-19.97312,3739.56,5798.11,2.61,2.52,-35.2,-0.569,18.61,19.99,01a58291o0401o
58291.43333,0,0,0,0,o,0,-2,267.46175,-19.97377,3753.76,5836.96,2.61,2.53,-26.3,-0.564,18.5,19.98,01a58291o0421o
58291.44994,0,0,0,0,o,0,-2,267.45727,-19.97495,3688.33,5763.87,3.51,2.82,-1.4,-0.502,18.46,19.92,01a58291o0456o
58291.45731,0,0,0,0,o,0,-2,267.45528,-19.97547,3667.42,5879.49,3.84,2.71,-0.2,-0.53,18.45,19.9,01a58291o0472o
58293.40804,0,0,0,0,o,0,-2,266.95816,-20.11522,5152.29,6233.69,2.27,2.18,-33.2,-0.56,18.43,19.39,02a58293o0356o
58293.4379,0,0,0,0,o,0,-2,266.95018,-20.11736,5209.76,6263.36,2.62,2.4,-48.9,-0.533,18.39,19.43,02a58293o0364o
58293.44156,0,0,0,0,o,0,-2,266.94921,-20.11762,5223.57,6144.45,2.34,2.21,-54.7,-0.54,18.41,19.41,02a58293o0372o
58299.51551,0,0,0,0,o,0,-2,265.45106,-20.55714,3291.27,8252.7,2.93,2.84,-46,-0.547,18,19.08,01a58299o0578o
58299.52495,0,0,0,0,o,0,-2,265.44873,-20.5578,3303.46,8293.83,3.03,2.7,-82,-0.566,18.09,19,01a58299o0598o
58299.53477,0,0,0,0,o,0,-2,265.44632,-20.55848,3242.94,8220.54,3.26,2.9,-84.7,-0.552,17.98,18.91,01a58299o0619o
58305.40705,0,0,0,0,o,0,-2,264.13208,-20.98524,170.79,3955.23,2.24,2.21,18.5,-0.472,19.22,20.9,02a58305o0008o
58305.40935,0,0,0,0,o,0,-2,264.13157,-20.9854,9768.42,4080.92,2.52,2.43,-74.3,-0.543,18.67,20.82,02a58305o0013o
58305.41981,0,0,0,0,o,0,-2,264.12925,-20.98615,9783.1,3963.46,2.62,2.52,-55.5,-0.542,18.66,20.83,02a58305o0035o
58309.39033,0,0,0,0,c,0,-2,263.34585,-21.27265,2837.99,947.24,2.57,2.27,45.4,-0.484,19.45,21.28,02a58309o0319c
58309.39815,0,0,0,0,c,0,-2,263.3443,-21.27321,2822.81,909.32,2.52,2.24,48.5,-0.478,19.44,21.3,02a58309o0336c
58309.40597,0,0,0,0,c,0,-2,263.34276,-21.27376,2880.21,988.76,2.45,2.21,55,-0.487,19.5,21.3,02a58309o0353c
58309.41377,0,0,0,0,c,0,-2,263.34122,-21.27431,2900.8,870.94,2.55,2.31,62.6,-0.455,19.42,21.35,02a58309o0370c
58311.38413,0,0,0,0,o,0,-2,262.99094,-21.41552,5110.99,6211.07,2.9,2.52,-3.4,-0.498,18.82,20.63,01a58311o0290o
58311.39658,0,0,0,0,o,0,-2,262.98866,-21.4164,5123.79,6249.58,3.23,2.75,-2,-0.485,18.74,20.57,01a58311o0317o
58311.40619,0,0,0,0,o,0,-2,262.9869,-21.41708,5062.67,6172.72,2.54,2.5,-51.9,-0.527,18.79,20.58,01a58311o0336o
58311.40711,0,0,0,0,o,0,-2,262.98673,-21.41714,5047.36,6290.37,2.65,2.6,-14.5,-0.537,18.78,20.58,01a58311o0338o
58313.3752,0,0,0,0,c,0,-2,262.66495,-21.55752,4835.2,634.19,2.71,2.49,82.2,-0.421,19.27,21.21,02a58313o0009c
58313.37704,6.433,0.092,9697985,895670,c,0,0,262.66464,-21.55765,9265.7,10359.88,3.29,2.77,48.2,-0.401,19.26,21.11,02a58313o0013c
58313.38302,0,0,0,0,c,0,-2,262.66363,-21.55807,4816.88,598.53,2.77,2.57,78.1,-0.427,19.36,21.33,02a58313o0026c
58313.38484,0,0,0,0,c,0,-2,262.66332,-21.5582,9203.66,10276.42,3.22,2.62,48.7,-0.417,19.33,21.16,02a58313o0030c
58313.39083,0,0,0,0,c,0,-2,262.66231,-21.55862,4871.75,676.13,2.69,2.45,69.6,-0.441,19.36,21.3,02a58313o0043c
58313.39361,0,0,0,0,c,0,-2,262.66184,-21.55881,9261.88,10356.06,3.25,2.73,51.2,-0.418,19.3,21.13,02a58313o0047c
58313.39957,0,0,0,0,c,0,-2,262.66084,-21.55923,4893.22,559.16,2.78,2.58,82.5,-0.416,19.21,21.05,02a58313o0060c
58313.40142,0,0,0,0,c,0,-2,262.66053,-21.55936,9281.83,10238.2,3.26,2.69,51.4,-0.404,19.18,20.97,02a58313o0064c
58315.37179,0,0,0,0,o,0,-2,262.36802,-21.69904,7818.06,7657.14,3.75,3.61,-29.1,-0.451,18.98,20.96,01a58315o0150o
58315.37965,0,0,0,0,o,0,-2,262.36682,-21.69959,7834.85,7696.91,4.02,3.57,-76.4,-0.445,18.94,20.94,01a58315o0167o
58315.3875,0,0,0,0,o,0,-2,262.36561,-21.70013,7776.12,7618.52,3.67,2.97,-82.9,-0.466,18.97,20.9,01a58315o0184o
58315.39534,0,0,0,0,o,0,-2,262.36442,-21.70068,7758.92,7736.12,3.83,3.06,-84.7,-0.452,18.97,20.89,01a58315o0201o
58317.36972,0,0,0,0,c,0,-2,262.10245,-21.83986,6386.05,2229.99,2.73,2.61,86.6,-0.419,19.34,21.14,02a58317o0276c
58317.37754,0,0,0,0,c,0,-2,262.10138,-21.8404,6370.47,2193.13,2.8,2.66,89.2,-0.418,19.32,21.21,02a58317o0293c
58319.36471,0,0,0,0,o,0,-2,261.86976,-21.9795,5397.57,9145.67,2.8,2.47,-79.2,-0.511,16.43,17.18,01a58319o0273o
58319.37257,0,0,0,0,o,0,-2,261.86882,-21.98004,5413.6,9183.94,2.75,2.48,-75.8,-0.517,17.34,18.05,01a58319o0290o
58319.38043,0,0,0,0,o,0,-2,261.86787,-21.98058,5356.26,9105.97,2.8,2.59,-74.9,-0.509,17.47,18.3,01a58319o0307o
58319.38504,0,0,0,0,o,0,-2,261.86732,-21.9809,5337.7,9223.34,2.79,2.59,-70.1,-0.504,18.03,18.98,01a58319o0317o
58321.349,0,0,0,0,o,0,-2,261.67151,-22.11751,6225.37,2327.5,2.24,2.12,-79.4,-0.459,18.73,19.54,02a58321o0234o
58321.3568,0,0,0,0,o,0,-2,261.6707,-22.11805,6192.38,2291.57,2.3,2.12,-70.1,-0.452,18.72,19.55,02a58321o0251o
58321.36462,0,0,0,0,o,0,-2,261.66989,-22.11858,6265.62,2368.29,2.3,2.1,-70.2,-0.456,18.72,19.55,02a58321o0268o
58321.37345,0,0,0,0,o,0,-2,261.66897,-22.11919,6287.5,2252.28,2.56,2.23,-65.2,-0.445,18.7,19.53,02a58321o0285o
58329.38177,0,0,0,0,o,0,-2,261.21282,-22.66516,938.79,7982.56,2.96,2.8,-65.7,-0.425,18.02,18.77,02a58329o0141o
58329.38958,0,0,0,0,o,0,-2,261.21257,-22.66567,920.62,7939.28,2.34,2.13,-64.1,-0.543,17.7,18.1,02a58329o0158o
58329.39741,0,0,0,0,o,0,-2,261.21232,-22.66617,974.32,8017.53,2.56,2.42,-64.5,-0.448,17.52,18.03,02a58329o0175o
58329.40521,0,0,0,0,o,0,-2,261.21207,-22.66668,992.41,7899.75,2.24,2.08,-62.4,-0.556,17.19,17.33,02a58329o0192o
58331.3518,0,0,0,0,o,0,-2,261.18611,-22.79654,3852.76,9754.2,3.06,2.66,-77.5,-0.481,18.82,20.36,01a58331o0161o
58331.35226,0,0,0,0,o,0,-2,261.1861,-22.79657,9085.73,93.14,3.17,2.84,-81.7,-0.434,18.74,20.24,01a58331o0162o
58331.35968,0,0,0,0,o,0,-2,261.18599,-22.79705,3835.42,9872.7,3.04,2.61,-78.7,-0.483,18.81,20.27,01a58331o0178o
58333.37796,0,0,0,0,c,0,-2,261.19314,-22.93027,2716.89,7539.18,2.83,2.63,-60.9,-0.402,19.2,20.99,02a58333o0299c
58333.38546,0,0,0,0,c,0,-2,261.19316,-22.93075,2698.49,7498.08,2.63,2.5,-52.3,-0.434,19.1,20.65,02a58333o0315c
58333.39327,0,0,0,0,c,0,-2,261.19319,-22.93124,2753.91,7576.42,2.68,2.59,-57.2,-0.439,18.4,19.79,02a58333o0332c
58333.40067,0,0,0,0,c,0,-2,261.19321,-22.93171,2771.06,7459.16,2.57,2.47,-49.9,-0.443,19.02,20.37,02a58333o0348c
58337.32516,6.211,0.17,11905357,2025893,c,0,0,261.30928,-23.1867,2325.66,8656.75,2.88,2.69,-54.8,-0.386,19.36,21.29,02a58337o0195c
58337.33301,0,0,0,0,c,0,-2,261.30956,-23.18719,2264.75,8571.05,2.68,2.55,-53.1,-0.414,19.44,21.28,02a58337o0212c
58337.34083,0,0,0,0,c,0,-2,261.30984,-23.18768,2317.69,8649.52,2.69,2.59,-48.4,-0.419,19.45,21.26,02a58337o0229c
58337.34864,0,0,0,0,c,0,-2,261.31012,-23.18817,2336.41,8532.35,2.77,2.6,-51.8,-0.415,19.46,21.25,02a58337o0246c
58341.32628,0,0,0,0,c,0,-2,261.56161,-23.44035,8807.05,8716.47,2.85,2.66,55.8,-0.413,19.43,21.22,02a58341o0203c
58341.3341,0,0,0,0,c,0,-2,261.56216,-23.44083,8787.34,8679.55,2.87,2.71,61.4,-0.408,19.42,21.21,02a58341o0220c
58341.34147,0,0,0,0,c,0,-2,261.56267,-23.44128,8840.64,8757.02,2.91,2.71,64.7,-0.405,19.37,21.21,02a58341o0236c
58341.34931,0,0,0,0,c,0,-2,261.56322,-23.44175,8857.19,8639.39,2.83,2.69,64.8,-0.4,19.43,21.21,02a58341o0253c
58347.29498,0,0,0,0,o,0,-2,262.18436,-23.80568,9964.47,1146.55,3.65,2.98,-2.3,-0.415,18.69,20.29,01a58347o0040o
58347.30282,-7.669,0.483,-3107235,1501948,o,0,0,262.18528,-23.80614,10026.52,1229.99,3.67,3.17,-0.6,-0.413,18.63,20.25,01a58347o0057o
58347.30421,0,0,0,0,o,0,-2,262.18545,-23.80622,285.16,1327.09,3.67,2.95,1.4,-0.438,18.67,20.33,01a58347o0060o
58347.31022,0,0,0,0,o,0,-2,262.18616,-23.80657,9930.86,1109.18,3.26,3.13,-40.6,-0.456,18.71,20.3,01a58347o0073o
58347.3116,7.576,0.174,3385826,588357,o,0,0,262.18632,-23.80665,348.74,1408.29,4.08,3.18,-6.6,-0.387,18.7,20.34,01a58347o0076o
58347.31807,0,0,0,0,o,0,-2,262.18709,-23.80703,9915.1,1228.28,3.28,3.23,-46.6,-0.45,18.7,20.3,01a58347o0090o
58347.31946,6.508,0.365,9056264,3309357,o,0,0,262.18725,-23.80711,293.97,1331.59,3.91,3.08,-5.3,-0.387,18.64,20.31,01a58347o0093o
58347.32732,0,0,0,0,o,0,-2,262.18819,-23.80757,235.61,1407.2,3.73,2.94,-4.7,-0.439,18.68,20.36,01a58347o0110o
58363.28534,0,0,0,0,o,0,-2,265.16539,-24.68183,7581.09,3643.1,3.93,3.12,1.1,-0.498,18.56,20.36,01a58363o0067o
58363.29271,0,0,0,0,o,0,-2,265.1671,-24.68218,7531.42,3565.59,2.86,2.81,13.3,-0.542,18.69,20.42,01a58363o0083o
58363.30054,0,0,0,0,o,0,-2,265.16892,-24.68255,7519.48,3682.33,2.93,2.82,-83.7,-0.552,18.71,20.36,01a58363o0100o
58367.27296,0,0,0,0,o,0,-2,266.17294,-24.87018,6462.18,4561.86,2.79,2.54,-0.1,-0.549,18.84,20.65,01a58367o0126o
58367.28037,0,0,0,0,o,0,-2,266.17484,-24.8705,6482.49,4600.95,2.97,2.86,-68.1,-0.533,18.83,20.66,01a58367o0142o
58367.28778,0,0,0,0,o,0,-2,266.17674,-24.87083,6431.35,4543.79,2.72,2.58,-83.6,-0.555,18.84,20.68,01a58367o0158o
58367.29562,0,0,0,0,o,0,-2,266.17875,-24.87117,6418.14,4660.05,2.76,2.59,-80.2,-0.55,18.74,20.63,01a58367o0175o
58369.26781,-20.331,1.55,-27,42,o,0,0.69,266.71268,-24.95901,49.79,6447.57,2.25,2.2,-14.5,-0.425,18.79,20.33,02a58369o0118o
58369.27844,0,0,0,0,o,0,-2,266.71553,-24.95946,9583.32,6418.9,2.4,2.25,61.6,-0.459,18.89,20.24,02a58369o0141o
58369.28259,0,0,0,0,o,0,-2,266.71664,-24.95963,50.97,6441.12,2.02,1.97,-58.3,-0.416,18.85,20.34,02a58369o0150o
58369.28534,0,0,0,0,o,0,-2,266.71738,-24.95975,9561.82,6379.18,2.19,2.13,62.2,-0.507,18.98,20.28,02a58369o0156o
58369.28994,0,0,0,0,o,0,-2,266.71862,-24.95994,66.33,6324.61,2,1.98,-3.3,-0.419,18.93,20.35,02a58369o0166o
58369.29269,0,0,0,0,o,0,-2,266.71936,-24.96006,9611.98,6457.23,2.18,2.07,72.3,-0.512,18.97,20.29,02a58369o0172o
58369.30051,0,0,0,0,o,0,-2,266.72146,-24.96038,9644.43,6340.47,2.23,2.11,81.7,-0.498,18.86,20.29,02a58369o0189o
58371.27338,0,0,0,0,o,0,-2,267.27831,-25.04442,1891.71,4364.6,3.08,2.75,4.9,-0.504,18.8,20.63,01a58371o0132o
58371.28031,0,0,0,0,o,0,-2,267.28025,-25.04469,1913.13,4402.1,3.05,2.53,2.2,-0.51,18.83,20.65,01a58371o0147o
58371.28768,0,0,0,0,o,0,-2,267.28231,-25.04499,1861.31,4326.68,2.8,2.5,4,-0.54,18.81,20.62,01a58371o0163o
58371.29508,0,0,0,0,o,0,-2,267.28439,-25.04528,1830.93,4443.52,2.81,2.61,6,-0.53,18.81,20.61,01a58371o0179o
58377.26155,0,0,0,0,o,0,-2,269.09797,-25.27498,6582.93,4990.53,2.25,2.02,-75.3,-0.465,18.71,19.47,02a58377o0112o
58377.26995,0,0,0,0,o,0,-2,269.10059,-25.27526,6562.47,4952.1,2.32,2.17,-72.1,-0.462,18.66,19.45,02a58377o0130o
58377.27914,0,0,0,0,o,0,-2,269.10346,-25.27557,6609.61,5026.56,2.44,2.16,-68.1,-0.47,18.63,19.45,02a58377o0150o
58377.28882,0,0,0,0,o,0,-2,269.10648,-25.27589,6621.43,4911.31,2.59,2.38,-68.1,-0.451,18.48,19.35,02a58377o0171o
58381.27735,0,0,0,0,o,0,-2,270.41967,-25.40722,5824.7,2729.96,2.25,2.04,-79.5,-0.474,18.47,19.14,02a58381o0045o
58381.2861,0,0,0,0,o,0,-2,270.42257,-25.40747,5802.32,2690.25,2.19,2.06,74.2,-0.462,18.42,19.08,02a58381o0064o
58381.2945,0,0,0,0,o,0,-2,270.42536,-25.40771,5850.11,2766.89,2.17,2.06,80.6,-0.467,18.32,19.03,02a58381o0082o
58381.3028,0,0,0,0,o,0,-2,270.42812,-25.40795,5863.44,2649.82,2.16,2.01,89.6,-0.471,18.4,18.99,02a58381o0100o
58383.2792,0,0,0,0,o,0,-2,271.10669,-25.46592,8597.98,7617.92,3.23,2.68,-83.9,-0.534,18.23,19.12,01a58383o0153o
58383.28519,0,0,0,0,o,0,-2,271.10873,-25.46608,8619.65,7658.39,3.56,2.95,-83.4,-0.534,18.11,19.04,01a58383o0166o
58383.29166,5.937,0,15316169,0,o,0,0,271.11094,-25.46625,8610.06,7624.65,3.8,2.82,-83.9,-0.51,18.19,19.07,01a58383o0180o
58383.29907,0,0,0,0,o,0,-2,271.11347,-25.46644,8555.22,7698.3,3.61,2.86,-83.2,-0.498,18.04,18.96,01a58383o0196o
58385.30724,0,0,0,0,o,0,-2,271.82067,-25.52028,1474.48,3457.5,2.29,2.03,-78.1,-0.545,18.26,18.74,02a58385o0223o
58385.31466,0,0,0,0,o,0,-2,271.82327,-25.52045,1453.29,3417.21,2.3,2.04,-73.1,-0.544,18.27,18.69,02a58385o0239o
58385.32212,0,0,0,0,o,0,-2,271.82589,-25.52062,1503.78,3494.28,2.04,1.96,-86.4,-0.565,18.12,18.6,02a58385o0255o
58385.32958,0,0,0,0,o,0,-2,271.82851,-25.52079,1517.61,3376.85,2.03,2,-88.1,-0.557,17.86,18.59,02a58385o0271o
58387.23636,0,0,0,0,o,0,-2,272.51667,-25.56719,9947.03,7018.77,3.06,2.71,-87.3,-0.662,18.42,19.5,01a58387o0017o
58387.2465,0,0,0,0,o,0,-2,272.52029,-25.56741,9970.5,7058.93,3.14,2.72,-85.1,-0.656,18.39,19.41,01a58387o0038o
58387.25671,0,0,0,0,o,0,-2,272.52394,-25.56763,9918.21,6981.66,3.23,2.6,-85,-0.664,18.35,19.36,01a58387o0059o
58387.26704,0,0,0,0,o,0,-2,272.52763,-25.56785,9909.43,7100.15,3.38,2.8,-87,-0.631,18.2,19.28,01a58387o0080o
58389.25547,0,0,0,0,o,0,-2,273.26087,-25.61089,7694.61,2122.51,2.71,2.21,-67,-0.587,18.18,19.91,02a58389o0026o
58389.26189,0,0,0,0,o,0,-2,273.26322,-25.61101,7744.67,2200.84,2.43,2.14,-69.3,-0.606,18.14,19.95,02a58389o0040o
58393.24392,0,0,0,0,o,0,-2,274.77803,-25.68075,5250.62,5428.85,2.42,2.1,-67,-0.64,18.08,20.2,02a58393o0096o
58393.24988,0,0,0,0,o,0,-2,274.7803,-25.68083,5229.82,5389.58,2.45,2.12,-72.2,-0.623,17.95,20.15,02a58393o0109o
58393.25585,0,0,0,0,o,0,-2,274.78257,-25.68091,5296.96,5466.46,2.46,2.12,-70.4,-0.623,18.02,20.12,02a58393o0122o
58393.26229,0,0,0,0,o,0,-2,274.78503,-25.68099,5309.84,5352.02,2.73,2.3,-64.6,-0.607,17.94,20.08,02a58393o0136o
58401.23623,0,0,0,0,c,0,-2,277.99051,-25.75121,1316.35,3340.24,2.66,2.58,81.4,-0.43,18.39,20.2,02a58401o0087c
58401.24365,0,0,0,0,c,0,-2,277.99354,-25.75122,1293.81,3297.78,2.53,2.38,75.3,-0.465,18.53,20.3,02a58401o0103c
58401.25148,0,0,0,0,c,0,-2,277.99674,-25.75123,1342.94,3377.32,2.77,2.66,77.2,-0.452,18.48,20.26,02a58401o0120c
58401.25935,0,-10.369,0,5.09867E+13,c,0,0,277.99997,-25.75123,1398.89,3307.14,2.71,2.58,80.2,-0.475,18.65,20.55,02a58401o0137c
58403.25153,0,0,0,0,o,0,-2,278.83362,-25.75359,980.72,5363.02,2.86,2.54,89.3,-0.54,18.56,19.71,01a58403o0098o
58403.26081,0,0,0,0,o,0,-2,278.83747,-25.75357,1004.65,5400.22,2.88,2.82,-5.9,-0.513,18.52,19.64,01a58403o0118o
58403.26915,0,0,0,0,o,0,-2,278.84094,-25.75355,956.37,5322.82,3,2.94,-7.3,-0.511,18.51,19.6,01a58403o0136o
58403.2775,0,0,0,0,o,0,-2,278.84442,-25.75353,928.53,5439.13,2.95,2.86,-6.4,-0.507,18.48,19.59,01a58403o0154o
58405.22761,0,0,0,0,c,0,-2,279.67242,-25.74982,8711.36,3179.72,2.96,2.61,-62.6,-0.394,19,20.35,02a58405o0013c
58405.23804,-7.712,0.178,-2986077,531891,c,0,0,279.67681,-25.74976,8727.7,3186.47,2.93,2.51,-61.6,-0.391,19.01,20.34,02a58405o0035c
58405.24792,0,0,0,0,c,0,-2,279.68097,-25.74971,8745.48,3219.07,2.57,2.42,-74,-0.424,19,20.17,02a58405o0056c
58405.25929,0,0,0,0,c,0,-2,279.68576,-25.74965,8755.43,3103.51,2.68,2.46,-65.8,-0.418,18.43,19.43,02a58405o0078c
58409.24509,0,0,0,0,o,0,-2,281.41102,-25.72264,2295.21,2980.2,2.16,1.99,-82.7,-0.44,17.68,17.89,02a58409o0119o
58409.26221,0,0,0,0,o,0,-2,281.41843,-25.72243,2320.97,3017.61,2.34,2.07,-71.5,-0.411,17.42,18.17,02a58409o0156o
58409.27005,0,0,0,0,o,0,-2,281.42183,-25.72234,2333.58,2901.04,2.19,2.03,-78.5,-0.448,18.36,19.01,02a58409o0173o
58413.23911,0,0,0,0,o,0,-2,283.18062,-25.66932,2930.38,3425.28,2.26,2.05,-74.7,-0.433,18.54,19.06,02a58413o0088o
58413.24697,0,0,0,0,o,0,-2,283.18409,-25.66917,2909.1,3386.68,2.37,2.1,-70,-0.431,18.47,19.02,02a58413o0105o
58413.25483,0,0,0,0,o,0,-2,283.18757,-25.66903,2973.45,3465.99,2.44,2.11,-69.4,-0.417,18.47,18.96,02a58413o0122o
58413.26124,0,0,0,0,o,0,-2,283.19041,-25.66891,2987.76,3348.67,2.62,2.34,-68.6,-0.388,18.36,18.94,02a58413o0136o
58415.26405,7.569,0.072,3406043,245774,o,0,0,284.09188,-25.63198,9924.94,6202.97,4.78,3.67,-83.4,-0.434,17.68,18.59,01a58415o0099o
58415.27055,7.51,0.031,3596275,110261,o,0,0,284.09479,-25.63184,374.81,6349.11,3.68,3.43,-84.8,-0.428,17.74,18.69,01a58415o0113o
58415.27195,7.66,0.065,3132724,203440,o,0,0.89,284.09542,-25.63181,9965.17,6243.9,4.94,3.68,-82.1,-0.404,17.6,18.48,01a58415o0116o
58417.21332,0,0,0,0,o,0,-2,284.97796,-25.58961,8959.23,2822.95,2.36,2.14,-64.1,-0.447,18.93,19.68,02a58417o0040o
58417.22314,0,0,0,0,o,0,-2,284.98239,-25.58936,8933.96,2786.37,2.31,2.11,-73.6,-0.467,18.82,19.36,02a58417o0061o
58417.2332,0,0,0,0,o,0,-2,284.98692,-25.58911,8988.7,2857.87,2.25,2.12,-72.2,-0.479,18.69,19.15,02a58417o0082o
58417.24327,0,0,0,0,o,0,-2,284.99147,-25.58886,8999.35,2743.59,2.42,2.3,85.8,-0.461,18.54,19,02a58417o0103o
58425.23838,0,0,0,0,c,0,0,288.7036,-25.34535,8988.36,3074.01,2.89,2.67,-63,-0.405,19.25,20.69,02a58425o0092c
58425.24788,-6.788,0.167,-6994178,1171327,c,0,0,288.70803,-25.34498,8964.25,3036.36,2.92,2.72,-63.1,-0.412,19.2,20.68,02a58425o0112c
58425.25776,-8.157,0.298,-1981878,590612,c,0,0,288.71265,-25.34459,9009.07,3115.62,2.9,2.65,-59.4,-0.414,19.19,20.66,02a58425o0133c
58425.26724,0,0,0,0,c,0,-2,288.71708,-25.34421,8976.44,2955.16,2.99,2.73,-58,-0.408,19.09,20.56,02a58425o0153c
58427.22978,0,0,0,0,o,0,-2,289.64603,-25.26724,2772.57,7552.26,2.85,2.76,0.9,-0.46,18.9,20.16,01a58427o0042o
58427.23911,0,0,0,0,o,0,-2,289.65042,-25.26685,2798.32,7588.62,3.02,2.82,-88.4,-0.453,18.83,20.07,01a58427o0062o
58427.24892,0,0,0,0,o,0,-2,289.65503,-25.26643,2751.56,7510.64,3.06,2.87,-85.8,-0.451,18.82,20,01a58427o0083o
58427.25723,0,0,0,0,o,0,-2,289.65894,-25.26607,2741.92,7626.6,3.04,2.81,-87.4,-0.451,18.79,19.96,01a58427o0101o
58429.2225,0,0,0,0,c,0,-2,290.59546,-25.1821,6136.22,5925.92,2.72,2.47,-68.1,-0.39,19.31,20.73,02a58429o0082c
58429.23196,0,0,0,0,c,0,-2,290.59994,-25.18166,6111.38,5888.31,2.69,2.45,-66.6,-0.397,19.31,20.7,02a58429o0102c
58429.24198,-7.875,0.374,-2570011,961785,c,0,0,290.60468,-25.1812,6201.76,6011.29,2.76,2.48,-65.1,-0.39,19.25,20.66,02a58429o0123c
58429.25145,-10.795,1.021,-174563,178153,c,0,0,290.60917,-25.18076,6212.64,5895.97,2.75,2.49,-64.7,-0.393,19.24,20.6,02a58429o0143c
58431.22531,0,0,0,0,o,0,-2,291.5556,-25.08937,4152.31,4091.39,3.2,3.08,14.4,-0.443,18.82,20.12,01a58431o0058o
58431.23461,0,0,0,0,o,0,-2,291.56003,-25.08891,4175.84,4160.17,3.25,3.11,1.7,-0.438,18.79,20.13,01a58431o0078o
58431.24344,7.677,0.033,3084510,102791,o,0,0,291.56424,-25.08847,4168.58,4154.26,3.13,2.99,11,-0.453,18.82,20.12,01a58431o0097o
58431.25128,7.767,0,2839094,0,o,0,0,291.56797,-25.08807,4135.42,4294.48,3.08,3.01,-2.6,-0.448,18.82,20.09,01a58431o0114o
58433.20531,8.785,0.16,1111226,177970,c,0,2.88,292.51041,-24.99077,4879.32,4719.58,3.33,2.89,-65.5,-0.363,16.6,17.77,02a58433o0026c
58433.21446,-9.786,10.257,-442110,4534856,c,0,0,292.51479,-24.99028,4851.18,4680.16,3.15,2.74,-69.7,-0.369,16.13,17.32,02a58433o0045c
58433.22467,7.769,0.001,2833835,3673,c,0,700.01,292.51968,-24.98974,4894.61,4758.49,2.8,2.57,-75.1,-0.41,14.92,16.12,02a58433o0066c
58433.23515,-8.737,0.545,-1162146,633553,c,0,0,292.5247,-24.98918,4903.86,4643.35,2.86,2.59,-74.4,-0.387,17.33,18.42,02a58433o0088c
58437.22134,-11.297,6.98,-109916,767233,o,0,0,294.46168,-24.76927,9707.79,4892.44,2.56,2.22,-59.3,-0.399,15.73,15.87,02a58437o0089o
58437.22921,0,0,0,0,o,0,-2,294.46549,-24.7688,46.97,4841.17,2.32,2.06,-83.4,-0.351,15.01,14.94,02a58437o0106o
58437.23014,-8.29,0.879,-1754476,1541560,o,0,0,294.46594,-24.76874,9682.59,4855.64,2.63,2.27,-68.1,-0.385,14.59,14.52,02a58437o0108o
58441.21267,0,0,0,0,o,0,-2,296.41812,-24.52087,5740.66,6044.48,2.62,2.25,-70.6,-0.432,18.71,19.21,02a58441o0068o
58441.22303,0,0,0,0,o,0,-2,296.42317,-24.52017,5713.54,6006.23,2.55,2.19,-69.9,-0.433,18.66,19.17,02a58441o0090o
